SEQ_ID	SYMBOL	GENE_NAME
XM_001064435	Atp6v1g1	similar to vacuolar H+ ATPase G1
XM_001064437	Atf1	similar to Cyclic AMP-dependent transcription factor ATF-1 (Activating transcription factor 1) (TCR-ATF1)
XM_001064438	LOC685587	similar to small nuclear ribonucleoprotein E
XM_001064442	LOC500771	similar to olfactory receptor 802
XM_001064444	LOC685590	similar to Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase p110 subunit alpha) (PtdIns-3-kinase p110) (PI3K)
XM_001064445	LOC685591	similar to 14-3-3 protein sigma (Stratifin) (Epithelial cell marker protein 1)
XM_001064447	LOC685593	similar to RIKEN cDNA 1700001F22
XM_001064448	Ccnb3	similar to cyclin B3
XM_001064451	LOC682986	hypothetical protein
XM_001064453	Gbe1	similar to glucan (1,4-alpha-), branching enzyme 1
XM_001064454	Rab3gap2	similar to Rab3 GTPase-activating protein non-catalytic subunit (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150) (Rab3-GAP regulatory subunit) (RAB3-GAP150)
XM_001064455	RGD1310879	similar to methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like
XM_001064458	RGD1304751	similar to CG4996-PA
XM_001064461	RGD1560481	similar to fusilli CG8205-PC, isoform C
XM_001064463	RGD1561347	similar to Splicing factor, arginine/serine-rich 4 isoform 5
XM_001064465	LOC685474	similar to zinc finger protein 385 isoform 1
XM_001064469	LOC685596	similar to ubiquinol-cytochrome c reductase binding protein
XM_001064471	LOC685597	hypothetical protein
XM_001064472	RGD1565996	similar to DnaJ (Hsp40) homolog, subfamily B, member 6 (predicted)
XM_001064473	LOC683102	similar to Cd209e antigen
XM_001064480	RGD1563974	similar to non-POU domain containing, octamer-binding
XM_001064481	LOC683104	hypothetical protein
XM_001064485	Nedd4l	similar to E3 ubiquitin-protein ligase NEDD4-like protein (Nedd4-2) (NEDD4.2)
XM_001064486	LOC683107	similar to carboxylesterase 1
XM_001064488	RGD1559879	similar to Adenylate kinase-3 CG6612-PA, isoform A
XM_001064489	RGD1562767	hypothetical protein
XM_001064490	LOC685601	similar to MICAL CG33208-PB, isoform B
XM_001064496	LOC683110	similar to 60S ribosomal protein L32
XM_001064499	LOC503152	similar to eukaryotic translation initiation factor 4B
XM_001064500	RGD1560236	similar to Transmembrane protease, serine 11D precursor (Airway trypsin-like protease) (AT) (Adrenal secretory serine protease) (AsP)
XM_001064502	LOC685604	hypothetical protein
XM_001064503	Cops7b	similar to COP9 (constitutive photomorphogenic) homolog, subunit 7b
XM_001064507	LOC685605	similar to Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase p110 subunit alpha) (PtdIns-3-kinase p110) (PI3K)
XM_001064508	RGD1561510	similar to diacylglycerol kinase kappa
XM_001064510	LOC298346	similar to reproductive homeobox on X chromosome, 11
XM_001064512	LOC689116	similar to nuclear cap binding protein subunit 2 isoform 3
XM_001064513	Dgcr8	similar to DiGeorge syndrome critical region gene 8
XM_001064516	LOC685474	similar to zinc finger protein 385 isoform 2
XM_001064518	LOC683149	similar to keratin complex 2, basic, gene 25
XM_001064520	LOC685610	similar to zinc finger protein 59
XM_001064523	LOC683116	hypothetical protein
XM_001064524	RGD1562576	similar to RAN binding protein 17
XM_001064525	LOC685611	similar to pleckstrin homology-like domain, family B, member 2
XM_001064527	RGD1565858	similar to Myosin heavy chain, cardiac muscle alpha isoform (MyHC-alpha)
XM_001064529	LOC685612	similar to Emu2
XM_001064534	LOC685616	similar to ankyrin repeat domain 26
XM_001064535	RGD1565796	similar to RIKEN cDNA A930005I04
XM_001064536	Wdfy2	similar to WD repeat and FYVE domain containing 2
XM_001064537	RGD1562641	similar to Ral guanine nucleotide dissociation stimulator (RalGEF) (RalGDS)
XM_001064539	RGD1563581	similar to S100 calcium binding protein A11
XM_001064540	Ly86	similar to Lymphocyte antigen 86 precursor (MD-1 protein)
XM_001064541	LOC683118	similar to small nuclear ribonucleoparticle-associated protein
XM_001064542	Pcdhb5	similar to protocadherin beta 5
XM_001064543	LOC685617	similar to spermatogenesis associated glutamate (E)-rich protein 4b
XM_001064548	LOC685621	hypothetical protein
XM_001064549	Mical3	similar to Protein MICAL-3
XM_001064550	RGD1311164	similar to Protein C12orf4
XM_001064553	RGD1560284	similar to sperm acrosome associated 1
XM_001064554	RGD1304595	hypothetical protein
XM_001064556	LOC683120	hypothetical protein
XM_001064562	LOC685626	similar to Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase p110 subunit alpha) (PtdIns-3-kinase p110) (PI3K)
XM_001064566	LOC682925	similar to ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2 isoform 1
XM_001064567	LOC683640	similar to ring finger protein 180 isoform 1
XM_001064568	Suclg2	similar to succinate-Coenzyme A ligase, GDP-forming, beta subunit
XM_001064571	RGD1565672	similar to MDM2 Binding protein isoform 1
XM_001064575	LOC683125	similar to 40S ribosomal protein SA (p40) (34/67 kDa laminin receptor)
XM_001064576	LOC683126	hypothetical protein
XM_001064577	RGD1563485	similar to attractin-like 1
XM_001064579	RGD1308084	similar to abhydrolase domain containing 10
XM_001064580	RGD1310335	similar to p90 autoantigen
XM_001064581	LOC683127	similar to CD209a antigen
XM_001064582	RGD1307782	similar to Williams-Beuren syndrome critical region protein 27
XM_001064583	Dusp10	similar to dual specificity phosphatase 10
XM_001064585	LOC683128	similar to guanylate binding protein family, member 6
XM_001064587	LOC685628	hypothetical protein
XM_001064588	RGD1561064	similar to myozenin 1
XM_001064592	Pdgfrl	similar to platelet-derived growth factor receptor-like (predicted)
XM_001064593	RGD1563615	similar to Contactin-associated protein-like 3 precursor (Cell recognition molecule Caspr3)
XM_001064595	LOC685631	similar to vomeronasal 2, receptor, 9
XM_001064598	LOC685632	similar to spermatogenesis associated glutamate (E)-rich protein 4d
XM_001064601	Prkci	similar to Protein kinase C iota type (nPKC-iota) (Atypical protein kinase C-lambda/iota) (aPKC-lambda/iota)
XM_001064604	LOC683134	hypothetical protein
XM_001064609	LOC683135	hypothetical protein
XM_001064610	RGD1563979	similar to over-expressed breast tumor protein
XM_001064613	LOC685636	hypothetical protein
XM_001064615	LOC685637	similar to Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase p110 subunit alpha) (PtdIns-3-kinase p110) (PI3K)
XM_001064617	RGD1563606	similar to cysteine-rich protein 2
XM_001064618	RGD1562672	similar to aristaless related homeobox gene
XM_001064619	LOC683136	similar to extraembryonic, spermatogenesis, homeobox 1-like
XM_001064620	Tcp10b	similar to t-complex protein 10b
XM_001064621	LOC689116	similar to nuclear cap binding protein subunit 2 isoform 4
XM_001064622	RGD1563276	similar to Integrin beta-5 precursor
XM_001064625	Np	similar to purine-nucleoside phosphorylase
XM_001064626	LOC682925	similar to ATPase, aminophospholipid transporter-like, class I, type 8A, member 2 isoform 2
XM_001064628	RGD1305801	similar to MLCK protein
XM_001064630	RGD1560205	similar to apobec-1 complementation factor
XM_001064633	LOC685474	similar to zinc finger protein 385 isoform 4
XM_001064639	LOC683138	hypothetical protein
XM_001064643	RGD1559710	similar to CD209a antigen
XM_001064644	LOC685643	similar to NEDD4-binding protein 1 (N4BP1)
XM_001064647	RGD1311900	similar to tetracycline transporter-like protein
XM_001064648	RGD1565434	similar to synaptopodin 2-like
XM_001064652	LOC685645	similar to carboxylesterase isoenzyme gene
XM_001064653	LOC685646	similar to A-kinase anchoring protein-associated sperm protein
XM_001064656	RGD1565425	hypothetical protein
XM_001064668	LOC683146	hypothetical protein
XM_001064671	RGD1561794	similar to involucrin
XM_001064674	LOC685653	similar to Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase p110 subunit alpha) (PtdIns-3-kinase p110) (PI3K)
XM_001064676	LOC302768	similar to poly A binding protein, cytoplasmic 5
XM_001064680	Robo2	similar to Roundabout homolog 2 precursor
XM_001064683	Hipk1	similar to Homeodomain-interacting protein kinase 1 (Protein kinase Myak) (Nuclear body-associated kinase 2)
XM_001064684	Acss2	similar to acetyl-Coenzyme A synthetase 2 (ADP forming)
XM_001064686	Melk	similar to maternal embryonic leucine zipper kinase
XM_001064687	RGD1561347	similar to Splicing factor, arginine/serine-rich 4 isoform 9
XM_001064688	LOC257646	similar to FERM domain-containing protein 6
XM_001064690	RGD1562399	similar to 40S ribosomal protein S2
XM_001064693	Abhd2	similar to alpha/beta hydrolase fold protein
XM_001064695	Lsp1	similar to Lymphocyte-specific protein 1 (Protein pp52) (52 kDa phosphoprotein) (Lymphocyte-specific antigen WP34) (S37 protein)
XM_001064697	LOC685659	hypothetical protein
XM_001064704	LOC685661	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg)
XM_001064705	RGD1564709	similar to ATP-binding cassette, sub-family G (WHITE), member 3
XM_001064708	LOC683155	similar to ADAM 25 precursor (A disintegrin and metalloproteinase domain 25) (Testase 2)
XM_001064709	LOC683156	similar to testicular serine protease 2 (predicted)
XM_001064713	RGD1563994	similar to CG32699-PA
XM_001064715	LOC683158	hypothetical protein
XM_001064716	LOC683159	hypothetical protein
XM_001064717	Zfp697	similar to zinc finger protein 697
XM_001064718	LOC685663	hypothetical protein
XM_001064723	LOC683163	similar to Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD153 antigen)
XM_001064728	RGD1308916	similar to cDNA sequence BC035295
XM_001064731	Usp49	similar to ubiquitin specific protease 49 homolog
XM_001064732	RGD1565100	similar to placental-like alkaline phosphatase preproprotein
XM_001064734	LOC683166	hypothetical protein
XM_001064735	Pola1	similar to DNA polymerase alpha catalytic subunit
XM_001064739	RGD1310862	similar to CG13624-PC, isoform C
XM_001064741	Trove2	similar to 60-kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (TROVE domain family member 2)
XM_001064742	RGD1310384	hypothetical protein isoform 1
XM_001064743	Abhd8	similar to abhydrolase domain containing 8
XM_001064745	RGD1562601	similar to ribosomal protein L21
XM_001064746	LOC683676	similar to importin 11 isoform 1
XM_001064747	Olfml3	similar to Olfactomedin-like protein 3 precursor (HNOEL-iso) (hOLF44)
XM_001064749	Emilin1	similar to elastin microfibril interfacer 1
XM_001064750	Ttc8	similar to Tetratricopeptide repeat protein 8 (TPR repeat protein 8) (Bardet-Biedl syndrome 8 protein homolog)
XM_001064754	Rlbp1	similar to retinaldehyde binding protein 1
XM_001064757	RGD1564571	similar to CD209a antigen
XM_001064759	LOC685667	similar to PRAME family member DJ1198H6.2
XM_001064760	LOC685668	hypothetical protein
XM_001064762	RGD1311700	similar to Delta-interacting protein A (Hepatitis delta antigen-interacting protein A)
XM_001064763	Chchd1	similar to coiled-coil-helix-coiled-coil-helix domain containing 1
XM_001064764	Neil2	similar to nei like 2
XM_001064767	Adam24	similar to a disintegrin and metalloproteinase domain 24 (testase 1)
XM_001064772	RGD1564830	similar to Iroquois related homeobox 6
XM_001064774	Samd7	similar to sterile alpha motif domain containing 7
XM_001064775	RGD1562738	hypothetical protein
XM_001064776	LOC683172	similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30)
XM_001064779	LOC685672	similar to keratin Kb40
XM_001064780	RGD1308746	similar to Down syndrome critical region homolog 6
XM_001064781	LOC685673	hypothetical protein
XM_001064782	LOC685674	similar to 40S ribosomal protein S28
XM_001064784	RGD1561662	similar to CG11835-PA
XM_001064789	LOC683177	hypothetical protein
XM_001064790	LOC503435	hypothetical protein
XM_001064794	RGD1310384	hypothetical protein isoform 2
XM_001064795	Rnase1	similar to Ribonuclease pancreatic precursor (RNase 1) (RNase A) (RL1) isoform 1
XM_001064796	LOC688540	similar to Microtubule-associated serine/threonine-protein kinase 3 isoform 1
XM_001064797	Abce1	similar to ATP-binding cassette sub-family E member 1 (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)
XM_001064798	LOC683676	similar to importin 11 isoform 2
XM_001064799	LOC683686	similar to zinc finger, CCHC domain containing 7 isoform 1
XM_001064803	LOC683179	similar to CG13745-PA
XM_001064806	LOC685680	similar to TPA-induced transmembrane protein
XM_001064808	LOC363996	similar to SVH protein
XM_001064811	Ndst2	similar to Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) (Mndns)
XM_001064817	RGD1560815	similar to 60S acidic ribosomal protein P1
XM_001064818	LOC683184	hypothetical protein
XM_001064825	LOC685687	hypothetical protein
XM_001064828	Sema3e	similar to Semaphorin-3E precursor (Semaphorin H) (Sema H)
XM_001064830	Slco5a1	similar to organic anion transporter polypeptide-related protein 4
XM_001064831	RGD1563673	similar to CD164 sialomucin-like 2
XM_001064833	RGD1565082	similar to Protein C14orf102 homolog
XM_001064835	Trps1	similar to zinc finger transcription factor TRPS1
XM_001064836	Pou6f1	similar to POU domain, class 6, transcription factor 1 (Brain-specific homeobox/POU domain protein 5) (Brain-5) (Brn-5 protein)
XM_001064837	RGD1565120	similar to brain specific homeobox
XM_001064839	LOC683188	hypothetical protein
XM_001064842	RGD1564341	similar to DnaJ (Hsp40) homolog, subfamily C, member 17
XM_001064846	RGD1564763	similar to Diphosphoinositol polyphosphate phosphohydrolase 3 alpha (DIPP-3 alpha) (DIPP3 alpha) (Diadenosine 5,5-P1,P6-hexaphosphate hydrolase 3 alpha) (Nucleoside diphosphate-linked moiety X motif 10) (Nudix motif 10)
XM_001064849	RGD1310712	similar to EMSY protein
XM_001064852	RGD1310384	hypothetical protein isoform 3
XM_001064855	LOC688540	similar to Microtubule-associated serine/threonine-protein kinase 3 isoform 2
XM_001064856	Thsd1	similar to thrombospondin, type I, domain 1
XM_001064857	Trpc4ap	similar to transient receptor potential cation channel, subfamily C, member 4 associated protein isoform 1
XM_001064858	LOC683686	similar to zinc finger, CCHC domain containing 7 isoform 2
XM_001064860	Mtss1	similar to actin monomer-binding protein
XM_001064861	Tmem63b	similar to transmembrane protein 63b isoform 1
XM_001064863	LOC685691	similar to CREBBP/EP300 inhibitor 2
XM_001064866	LOC685692	similar to germinal center expressed transcript 2
XM_001064867	LOC683194	hypothetical protein
XM_001064873	RGD1565030	similar to Prothymosin alpha
XM_001064878	LOC685694	similar to TruB pseudouridine (psi) synthase homolog 2
XM_001064879	LOC685695	similar to SON protein
XM_001064886	LOC685696	similar to small nuclear ribonucleoprotein D2
XM_001064887	LOC683202	hypothetical protein
XM_001064888	RGD1309108	hypothetical protein
XM_001064890	LOC685697	similar to suppressor of Ty 3 homolog
XM_001064891	Guca1a	similar to guanylate cyclase activator 1a (retina)
XM_001064892	LOC683203	hypothetical protein
XM_001064893	LOC685698	similar to Integrin alpha-6 precursor (VLA-6) (CD49f antigen)
XM_001064894	LOC685699	hypothetical protein
XM_001064895	LOC685700	hypothetical protein
XM_001064897	LOC685701	similar to CG4497-PA
XM_001064900	RGD1565146	hypothetical protein
XM_001064902	LOC683676	similar to importin 11 isoform 3
XM_001064903	RGD1563208	similar to Glucocorticoid modulatory element-binding protein 1 (GMEB-1)
XM_001064905	RGD1560736	similar to Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9)
XM_001064907	Slc16a14	similar to solute carrier family 16 (monocarboxylic acid transporters), member 14
XM_001064908	Gpr143	similar to G-protein coupled receptor 143 (Ocular albinism type 1 protein homolog) (MOA1)
XM_001064910	LOC316873	similar to MIC2 like 1
XM_001064912	RGD1564698	similar to ribosomal protein S10
XM_001064915	Olr1571	similar to olfactory receptor 19
XM_001064920	RGD1564567	similar to CG14998-PC, isoform C
XM_001064921	RGD1565502	hypothetical protein
XM_001064924	LOC683210	similar to retrotransposon-like 1
XM_001064928	Znf532	similar to zinc finger protein 532
XM_001064932	Snta1	similar to Alpha-1-syntrophin (59 kDa dystrophin-associated protein A1, acidic component 1) (Syntrophin 1)
XM_001064934	RGD1559502	hypothetical protein
XM_001064935	LOC685709	similar to pre-mRNA splicing factor-like
XM_001064937	Usp24	similar to Ubiquitin carboxyl-terminal hydrolase 24 (Ubiquitin thiolesterase 24) (Ubiquitin-specific-processing protease 24) (Deubiquitinating enzyme 24)
XM_001064938	Map3k6	similar to mitogen-activated protein kinase kinase kinase 6
XM_001064941	Ttc7b	similar to tetratricopeptide repeat domain 7B
XM_001064944	Guca1b	similar to guanylate cyclase activator 1B
XM_001064945	RGD1563955	similar to Transmembrane protease, serine 9 (Polyserase-1) (Polyserine protease 1) (Polyserase-I)
XM_001064946	LOC685711	similar to RIKEN cDNA 5031410I06
XM_001064948	LOC500768	similar to olfactory receptor 802
XM_001064951	RGD1561550	similar to acidic ribosomal phosphoprotein P0
XM_001064952	Stk10	similar to Serine/threonine-protein kinase 10 (Lymphocyte-oriented kinase) isoform 1
XM_001064953	Slc39a2	similar to Zinc transporter ZIP2 (Eti-1) (6A1) (hZIP2) (Solute carrier family 39 member 2)
XM_001064954	Vps36	similar to Vacuolar protein sorting protein 36 (ELL-associated protein of 45 kDa)
XM_001064957	LOC689226	similar to ubiquitin-conjugating enzyme E2R 2 isoform 1
XM_001064958	LOC362710	similar to EEED8.6 isoform 1
XM_001064960	RGD1562173	similar to Zinc-finger protein ZPR1 (Zinc finger protein 259)
XM_001064961	RGD1307882	similar to U2-associated SR140 protein isoform 1
XM_001064964	RGD1310926	similar to beta-1,3-N-acetylglucosaminyltransferase protein
XM_001064967	LOC683219	hypothetical protein
XM_001064969	LOC685716	similar to OX-2 membrane glycoprotein precursor (MRC OX-2 antigen) (CD200 antigen)
XM_001064970	RGD1565610	similar to MORC
XM_001064971	LOC683220	similar to CD209 antigen
XM_001064972	LOC685717	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg)
XM_001064973	LOC683221	hypothetical protein
XM_001064974	Zfyve28	similar to zinc finger, FYVE domain containing 28
XM_001064975	LOC685718	similar to tumor protein, translationally-controlled 1
XM_001064979	LOC685719	similar to DAN domain family, member 5
XM_001064980	LOC683223	similar to 60S ribosomal protein L23a
XM_001064981	RGD1561499	similar to ribonuclease/angiogenin inhibitor 1
XM_001064982	LOC683224	similar to small nuclear ribonucleoprotein polypeptide G
XM_001064983	Cbfa2t2	similar to core-binding factor, runt domain, alpha subunit 2, translocated to, 2 homolog
XM_001064986	LOC683225	hypothetical protein
XM_001064987	LOC685720	hypothetical protein
XM_001064989	Wdtc1	similar to WD and tetratricopeptide repeats 1
XM_001064992	Rps6ka5	similar to ribosomal protein S6 kinase, polypeptide 5
XM_001064993	Crtam	similar to cytotoxic and regulatory T cell molecule
XM_001064994	LOC685722	hypothetical protein
XM_001064998	LOC683229	hypothetical protein
XM_001065000	Stk10	similar to Serine/threonine-protein kinase 10 (Lymphocyte-oriented kinase) isoform 2
XM_001065002	Usp25	similar to ubiquitin specific protease 25
XM_001065004	Snx8	similar to sorting nexin 8
XM_001065006	RGD1306697	similar to HSPC049 protein
XM_001065007	Tcf3	similar to Transcription factor 7-like 1 (HMG-box transcription factor 3) (TCF-3) (mTCF-3) isoform 1
XM_001065008	LOC689226	similar to ubiquitin-conjugating enzyme E2R 2 isoform 2
XM_001065009	LOC683694	similar to glyoxylate reductase/hydroxypyruvate reductase
XM_001065010	LOC682902	similar to Transcription initiation factor TFIID subunit 12 (Transcription initiation factor TFIID 20 kDa subunits) (TAFII-20) (TAFII20)
XM_001065011	LOC362710	similar to EEED8.6 isoform 2
XM_001065012	Ches1	similar to checkpoint suppressor 1 isoform 1
XM_001065013	LOC683295	similar to keratin complex 2, basic, gene 6a isoform 1
XM_001065015	LOC685725	similar to translocase of inner mitochondrial membrane 50 homolog
XM_001065019	RGD1561254	similar to Alkaline phytoceramidase (aPHC) (Alkaline ceramidase)
XM_001065020	LOC683233	hypothetical protein
XM_001065021	Hspa12a	similar to heat shock protein 12A
XM_001065025	LOC683234	similar to MOCO sulphurase C-terminal domain containing 1
XM_001065028	LOC685729	similar to dimerization cofactor of hepatocyte nuclear factor 1 (HNF1) from muscle
XM_001065029	RGD1559950	similar to developmental pluripotency-associated 3
XM_001065032	RGD1304731	similar to Nose Resistant to Fluoxetine family member (nrf-6)
XM_001065035	LOC502479	similar to lactation elevated 1
XM_001065036	E2f1	similar to Transcription factor E2F1 (E2F-1)
XM_001065039	LOC685733	similar to vomeronasal V1r-type receptor V1rb6
XM_001065041	RGD1563619	similar to carboxypeptidase A4
XM_001065042	LOC683236	hypothetical protein
XM_001065044	LOC685734	similar to erythrocyte membrane protein band 4.1 like 4B isoform 2
XM_001065046	RGD1311756	similar to Protein C14orf159, mitochondrial precursor
XM_001065047	RGD1310357	similar to RIKEN cDNA 2810457I06
XM_001065048	RGD1309873	similar to Protein C6orf117
XM_001065049	LOC685735	similar to RIKEN cDNA 5031410I06
XM_001065051	LOC685736	hypothetical protein
XM_001065056	Prkrir	similar to interferon-inducible, double stranded RNA dependent inhibitor, protein-kinase
XM_001065057	Mtmr6	similar to myotubularin related protein 6
XM_001065058	Slc43a1	similar to Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Solute carrier family 43 member 1)
XM_001065059	Tcf3	similar to Transcription factor 7-like 1 (HMG-box transcription factor 3) (TCF-3) (mTCF-3) isoform 2
XM_001065060	Nol1	similar to nucleolar protein 1
XM_001065061	LOC682988	similar to mediator of RNA polymerase II transcription, subunit 18 homolog isoform 1
XM_001065062	LOC362710	similar to EEED8.6 isoform 3
XM_001065065	Pls1	similar to Plastin-1 (I-plastin) (Intestine-specific plastin)
XM_001065067	LOC365084	similar to MIC2 like 1
XM_001065075	Mxd4	similar to Max dimerization protein 4
XM_001065076	Pnpt1	similar to polyribonucleotide nucleotidyltransferase 1
XM_001065077	RGD1559592	hypothetical protein
XM_001065080	Efha2	similar to EF hand domain family, member A2
XM_001065081	RGD1565509	similar to 40S ribosomal protein S2
XM_001065085	LOC685742	hypothetical protein
XM_001065086	RGD1564936	similar to Vacuolar ATP synthase subunit S1 precursor (V-ATPase S1 subunit) (V-ATPase S1 accessory protein) (V-ATPase Ac45 subunit) (C7-1 protein)
XM_001065087	Dnahc5	similar to dynein, axonemal, heavy chain 5
XM_001065089	LOC683246	similar to mitochondrial tryptophanyl tRNA synthetase 2
XM_001065090	LOC685743	hypothetical protein
XM_001065091	Tas2r134	similar to taste receptor, type 2, member 134
XM_001065095	LOC683249	similar to poly (ADP-ribose) polymerase family, member 11
XM_001065097	Rarsl	similar to arginyl-tRNA synthetase-like
XM_001065098	RGD1308967	similar to CG30497-PA, isoform A
XM_001065101	RGD1565368	similar to glyceraldehyde-3-phosphate dehydrogenase
XM_001065102	LOC683250	similar to Eukaryotic translation initiation factor 4E type 3 (eIF4E type 3) (eIF-4E type 3) (mRNA cap-binding protein type 3) (Eukaryotic translation initiation factor 4E-like 3) (Eukaryotic translation initiation factor 4E homologous protein) (mR...
XM_001065108	LOC683252	similar to interferon stimulated exonuclease gene 20-like 2
XM_001065110	Trpm5	similar to transient receptor potential cation channel, subfamily M, member 5
XM_001065111	Osbpl11	similar to oxysterol binding protein-like 11
XM_001065112	RGD1305593	hypothetical protein
XM_001065113	Spata13	similar to spermatogenesis associated 13
XM_001065114	RGD1306660	similar to USE1-like protein (Hematopoietic stem/progenitor cells protein MDS032) (Putative MAPK-activating protein PM26) (Protein p31)
XM_001065115	Nek3	similar to Serine/threonine-protein kinase Nek3 (NimA-related protein kinase 3)
XM_001065116	Kif2	similar to Kinesin-like protein KIF2 (Kinesin-2) (HK2) isoform 1
XM_001065117	Zbtb5	similar to zinc finger and BTB domain containing 5
XM_001065118	LOC682988	similar to mediator of RNA polymerase II transcription, subunit 18 homolog isoform 2
XM_001065121	LOC683313	similar to keratin complex 2, basic, gene 6a isoform 1
XM_001065122	LOC685750	similar to aldehyde dehydrogenase 8 family, member A1
XM_001065126	RGD1562841	similar to fibrillarin
XM_001065127	LOC685752	hypothetical protein
XM_001065129	RGD1566084	similar to Wiskott-Aldrich syndrome protein-interacting protein (WASP-interacting protein) (PRPL-2 protein)
XM_001065131	LOC683258	similar to F-box and leucine-rich repeat protein 14
XM_001065132	RGD1310587	hypothetical protein
XM_001065133	LOC498396	similar to DNA polymerase N
XM_001065135	RGD1564657	similar to cathepsin 7
XM_001065136	Cx39	similar to connexin 39
XM_001065138	RGD1565975	hypothetical protein
XM_001065140	LOC683259	similar to autophagy-related 10-like
XM_001065149	RGD1563719	similar to RAS and EF hand domain containing
XM_001065151	Slc35a1	similar to CMP-sialic acid transporter (CMP-Sia-Tr) (CMP-SA-Tr) (Solute carrier family 35 member A1)
XM_001065152	LOC683262	similar to transmembrane protein 61
XM_001065153	LOC683263	hypothetical protein
XM_001065154	Rasgrp3	similar to RAS, guanyl releasing protein 3
XM_001065155	LOC683264	similar to Polypeptide N-acetylgalactosaminyltransferase 6 (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6)
XM_001065156	LOC685758	similar to Alpha-1,4-N-acetylglucosaminyltransferase (Alpha4GnT)
XM_001065157	RGD1564752	hypothetical protein
XM_001065159	RGD1559565	similar to EF hand domain containing 1
XM_001065160	LOC685759	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg)
XM_001065161	LOC685760	hypothetical protein
XM_001065164	LOC685763	hypothetical protein
XM_001065167	LOC308846	similar to UV radiation resistance associated
XM_001065168	Slc22a18	similar to tumor suppressing subtransferable candidate 5 isoform 1
XM_001065169	Prss7	similar to Enteropeptidase (Enterokinase) isoform 1
XM_001065170	Zcwcc1	similar to microrchidia 2A
XM_001065172	RGD1309263	similar to CG15443-PA
XM_001065173	Kif2	similar to Kinesin-like protein KIF2 isoform 2
XM_001065174	Sfrp2	similar to Secreted frizzled-related protein 2 precursor (sFRP-2) (Secreted apoptosis-related protein 1) (SARP-1) (SDF5 protein)
XM_001065175	Zyg11bl	similar to zyg-11 homolog B (C. elegans)-like isoform 1
XM_001065176	RGD1566319	similar to Sestrin-2 isoform 1
XM_001065177	LOC362710	similar to EEED8.6 isoform 5
XM_001065181	Bmpr2	similar to Bone morphogenetic protein receptor type-2 precursor (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II) (BRK-3)
XM_001065183	LOC685765	similar to Tetraspanin-32 (Protein Phemx) (AML1-regulated transmembrane protein 1)
XM_001065184	RGD1559902	similar to Thioredoxin (ATL-derived factor) (ADF) (Surface associated sulphydryl protein) (SASP)
XM_001065185	LOC685767	similar to OX-2 membrane glycoprotein precursor (MRC OX-2 antigen) (CD200 antigen)
XM_001065187	LOC683267	similar to F-box and leucine-rich repeat protein 14
XM_001065189	LOC685769	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg)
XM_001065191	LOC683268	hypothetical protein
XM_001065193	Cts7	similar to cathepsin 7
XM_001065194	RGD1564676	hypothetical protein
XM_001065196	Pcdhb16	similar to protocadherin beta 16
XM_001065199	RGD1561457	similar to actin related protein M1
XM_001065202	LOC683273	similar to 60S ribosomal protein L29 (P23)
XM_001065203	LOC683274	similar to Probasin precursor (PB) (M-40)
XM_001065204	LOC683275	similar to heterogeneous nuclear ribonucleoprotein methyltransferase-like 4
XM_001065209	RGD1307429	similar to DVL-binding protein DAPLE
XM_001065210	LOC683279	hypothetical protein
XM_001065214	LOC685773	hypothetical protein
XM_001065216	LOC685774	hypothetical protein
XM_001065221	Slc22a18	similar to tumor suppressing subtransferable candidate 5 isoform 2
